STATION,DATETIME,TEMPERATURE,RAINFALL,WINDSPEED,HUMIDITY
133,2016-04-01 00:00,10.8,,0,38
133,2016-04-01 01:00,9.5,,.1,49
133,2016-04-01 02:00,8.6,,.3,49
133,2016-04-01 03:00,7.8,,1.1,52
133,2016-04-01 04:00,6.5,,.1,60
133,2016-04-01 05:00,5.9,,.2,60
133,2016-04-01 06:00,5.2,,.1,63
133,2016-04-01 07:00,5.1,,1.3,66
133,2016-04-01 08:00,7,,.4,58
133,2016-04-01 09:00,10.9,,.2,48
133,2016-04-01 10:00,15,,.7,35
133,2016-04-01 11:00,18.6,,2,30
133,2016-04-01 12:00,21.2,,1,22
133,2016-04-01 13:00,22.7,,.5,18
133,2016-04-01 14:00,24.6,,1.4,15
133,2016-04-01 15:00,24.9,,1.5,11
133,2016-04-01 16:00,24.7,,1.2,12
133,2016-04-01 17:00,24.2,,1.9,17
133,2016-04-01 18:00,21.8,,2.3,24
133,2016-04-01 19:00,19.4,,2.1,27
133,2016-04-01 20:00,17.4,,2,31
133,2016-04-01 21:00,16.1,,1.2,32
133,2016-04-01 22:00,14.9,,.9,34
133,2016-04-01 23:00,13.4,,1,42
133,2016-04-02 00:00,12.3,,0,42
133,2016-04-02 01:00,11.1,,0,50
133,2016-04-02 02:00,10,,0,53
133,2016-04-02 03:00,9.3,,.1,58
133,2016-04-02 04:00,8.4,,.6,58
133,2016-04-02 05:00,7.6,,1.1,62
133,2016-04-02 06:00,7,,.4,65
133,2016-04-02 07:00,7.3,,.9,66
133,2016-04-02 08:00,8.5,,.3,65
133,2016-04-02 09:00,11.8,,.5,49
133,2016-04-02 10:00,15.7,,.7,40
133,2016-04-02 11:00,18.8,,1.3,33
133,2016-04-02 12:00,21.6,,1.8,24
133,2016-04-02 13:00,22.2,,2.2,23
133,2016-04-02 14:00,23.2,,2.1,22
133,2016-04-02 15:00,24.1,,2.4,20
133,2016-04-02 16:00,24.1,,2.2,18
133,2016-04-02 17:00,23.3,,2.4,19
133,2016-04-02 18:00,21.9,,1.6,24
133,2016-04-02 19:00,19.7,,1.5,30
133,2016-04-02 20:00,18,,1.9,39
133,2016-04-02 21:00,17.4,,.8,38
133,2016-04-02 22:00,16.8,,.4,42
133,2016-04-02 23:00,15.7,,2.3,43
133,2016-04-03 00:00,15,,1.6,49
133,2016-04-03 01:00,14.5,,.6,55
133,2016-04-03 02:00,14.2,,1.3,56
133,2016-04-03 03:00,12.9,,.1,63
133,2016-04-03 04:00,12.5,,1.1,65
133,2016-04-03 05:00,11.9,,1.4,66
133,2016-04-03 06:00,11.5,,1.2,69
133,2016-04-03 07:00,10.9,,.7,71
133,2016-04-03 08:00,12.2,,1.1,69
133,2016-04-03 09:00,14,,1.2,59
133,2016-04-03 10:00,15.9,,1.4,55
133,2016-04-03 11:00,15.7,,1.9,56
133,2016-04-03 12:00,16.3,,1.8,53
133,2016-04-03 13:00,15.7,,2.3,54
133,2016-04-03 14:00,15.3,0,2,60
133,2016-04-03 15:00,14.9,.1,2,60
133,2016-04-03 16:00,14.8,0,2.2,58
133,2016-04-03 17:00,14.6,,1.1,59
133,2016-04-03 18:00,14.4,0,1.6,61
133,2016-04-03 19:00,13.2,.1,2.1,70
133,2016-04-03 20:00,12.8,0,1.5,75
133,2016-04-03 21:00,12,1.4,.6,89
133,2016-04-03 22:00,11.5,.9,1,93
133,2016-04-03 23:00,11.3,0,1.3,93
133,2016-04-04 00:00,11.2,0,.9,93
133,2016-04-04 01:00,11,,.9,92
133,2016-04-04 02:00,10.8,,1.9,92
133,2016-04-04 03:00,10.8,,1.2,91
133,2016-04-04 04:00,10.5,,1.1,91
133,2016-04-04 05:00,10.3,,1,90
133,2016-04-04 06:00,10.1,,1.1,90
133,2016-04-04 07:00,10.1,,.6,89
133,2016-04-04 08:00,10.4,,1,89
133,2016-04-04 09:00,10.9,,.6,87
133,2016-04-04 10:00,12.5,,1.2,79
133,2016-04-04 11:00,15.5,,2.9,59
133,2016-04-04 12:00,16.6,,3.9,55
133,2016-04-04 13:00,17.7,,3.4,54
133,2016-04-04 14:00,17.5,,2.5,56
133,2016-04-04 15:00,18,,3.7,53
133,2016-04-04 16:00,17.5,,3.2,55
133,2016-04-04 17:00,17.3,,3,55
133,2016-04-04 18:00,16.3,,2.2,60
133,2016-04-04 19:00,15.7,,2.6,61
133,2016-04-04 20:00,14.8,,1.6,62
133,2016-04-04 21:00,13.5,,2.8,65
133,2016-04-04 22:00,13.3,,1.2,62
133,2016-04-04 23:00,13,,.8,57
133,2016-04-05 00:00,11.8,,1.8,56
133,2016-04-05 01:00,10.3,,1.3,55
133,2016-04-05 02:00,9,,1.7,58
133,2016-04-05 03:00,8.1,,1.8,63
133,2016-04-05 04:00,7.6,,2.6,66
133,2016-04-05 05:00,7,,1.6,66
133,2016-04-05 06:00,5.8,,1.3,73
133,2016-04-05 07:00,5.6,,.6,74
133,2016-04-05 08:00,7.7,,1.2,65
133,2016-04-05 09:00,10.4,,1.5,51
133,2016-04-05 10:00,13.2,,1.8,35
133,2016-04-05 11:00,15.4,,2.2,27
133,2016-04-05 12:00,17.1,,1.9,19
133,2016-04-05 13:00,18.7,,2.2,19
133,2016-04-05 14:00,19,,2.1,18
133,2016-04-05 15:00,20,,2.2,17
133,2016-04-05 16:00,20.4,,1.5,14
133,2016-04-05 17:00,20.5,,2,14
133,2016-04-05 18:00,18.6,,2,21
133,2016-04-05 19:00,16.3,,1.9,24
133,2016-04-05 20:00,14.6,,1.1,27
133,2016-04-05 21:00,13.2,,1.6,31
133,2016-04-05 22:00,12.3,,1.6,34
133,2016-04-05 23:00,11.3,,1.6,36
133,2016-04-06 00:00,10.5,,1.7,39
133,2016-04-06 01:00,9.2,,.1,43
133,2016-04-06 02:00,8.2,,1.1,52
133,2016-04-06 03:00,7.9,,.9,53
133,2016-04-06 04:00,6.9,,1,59
133,2016-04-06 05:00,6.1,,.8,61
133,2016-04-06 06:00,5.5,,.9,64
133,2016-04-06 07:00,5.6,,0,66
133,2016-04-06 08:00,7.8,,.3,63
133,2016-04-06 09:00,11,,.6,52
133,2016-04-06 10:00,13.4,,.6,46
133,2016-04-06 11:00,16.5,,1,34
133,2016-04-06 12:00,19.6,,3.2,32
133,2016-04-06 13:00,22.2,,2.7,28
133,2016-04-06 14:00,23.3,,2.9,23
133,2016-04-06 15:00,23.5,,2.7,23
133,2016-04-06 16:00,23.1,,3.2,17
133,2016-04-06 17:00,22.1,,4.1,15
133,2016-04-06 18:00,20.8,,3.9,17
133,2016-04-06 19:00,18.3,0,3.9,37
133,2016-04-06 20:00,15,.2,3.7,58
133,2016-04-06 21:00,13.2,.2,3.5,70
133,2016-04-06 22:00,11.4,.8,3.8,80
133,2016-04-06 23:00,10.7,.6,4.1,82
133,2016-04-07 00:00,9.8,2.6,2,90
133,2016-04-07 01:00,9.5,3.5,2.2,92
133,2016-04-07 02:00,9.4,2.9,1.7,94
133,2016-04-07 03:00,9.4,2.1,1.5,94
133,2016-04-07 04:00,9.3,2.3,1.4,95
133,2016-04-07 05:00,9.1,2.4,1.2,96
133,2016-04-07 06:00,9.2,2.6,.6,97
133,2016-04-07 07:00,9.5,1.3,.8,97
133,2016-04-07 08:00,9.8,1.7,1.2,97
133,2016-04-07 09:00,10.5,.9,.3,97
133,2016-04-07 10:00,11.7,.4,1.2,95
133,2016-04-07 11:00,13.4,0,1.6,86
133,2016-04-07 12:00,15.4,,1.2,74
133,2016-04-07 13:00,15.7,,.4,72
133,2016-04-07 14:00,16.7,,1.1,68
133,2016-04-07 15:00,17.6,,2.6,65
133,2016-04-07 16:00,18.1,,.9,64
133,2016-04-07 17:00,18.2,,2.5,59
133,2016-04-07 18:00,17.7,,1.7,61
133,2016-04-07 19:00,16.1,,2.4,59
133,2016-04-07 20:00,14.8,,.7,62
133,2016-04-07 21:00,14.3,,1.3,64
133,2016-04-07 22:00,13.5,,1,72
133,2016-04-07 23:00,12.7,,.9,74
133,2016-04-08 00:00,11.8,,1.1,79
133,2016-04-08 01:00,11.2,,1.7,84
133,2016-04-08 02:00,10.5,,1.2,86
133,2016-04-08 03:00,10.1,,1.6,90
133,2016-04-08 04:00,9.6,,1.1,92
133,2016-04-08 05:00,8.6,,.6,94
133,2016-04-08 06:00,8.5,,.9,95
133,2016-04-08 07:00,9,,1,96
133,2016-04-08 08:00,9.2,,.4,96
133,2016-04-08 09:00,9.8,,.4,94
133,2016-04-08 10:00,11,,1.4,88
133,2016-04-08 11:00,13.7,,2,76
133,2016-04-08 12:00,16.1,,2.1,64
133,2016-04-08 13:00,19.3,,1.8,53
133,2016-04-08 14:00,21,,2.7,32
133,2016-04-08 15:00,21.6,,2.2,32
133,2016-04-08 16:00,21.3,,2.6,39
133,2016-04-08 17:00,20.5,,2.9,44
133,2016-04-08 18:00,18.8,,2.9,55
133,2016-04-08 19:00,16.7,,2.9,59
133,2016-04-08 20:00,15.4,,1.7,66
133,2016-04-08 21:00,14.3,,2,67
133,2016-04-08 22:00,13.4,,1.9,70
133,2016-04-08 23:00,13.1,,2.5,76
133,2016-04-09 00:00,12.5,,2.8,75
133,2016-04-09 01:00,11.8,,.3,77
133,2016-04-09 02:00,11.1,,2.3,81
133,2016-04-09 03:00,12.2,,1.6,75
133,2016-04-09 04:00,11.5,,1.8,81
133,2016-04-09 05:00,10.6,,.8,83
133,2016-04-09 06:00,9.8,,1.4,87
133,2016-04-09 07:00,9.9,,1,89
133,2016-04-09 08:00,10.7,,.6,87
133,2016-04-09 09:00,12.6,,.4,76
133,2016-04-09 10:00,15.7,,4,58
133,2016-04-09 11:00,17.5,,3.4,53
133,2016-04-09 12:00,19.4,,2.7,49
133,2016-04-09 13:00,20.8,,4.3,50
133,2016-04-09 14:00,22.2,,1.9,47
133,2016-04-09 15:00,22.8,,2.4,41
133,2016-04-09 16:00,23.1,,2,41
133,2016-04-09 17:00,22.2,,2.2,44
133,2016-04-09 18:00,21,,1.5,48
133,2016-04-09 19:00,19,,.7,55
133,2016-04-09 20:00,16.7,,3.4,58
133,2016-04-09 21:00,15.3,,2.7,54
133,2016-04-09 22:00,14.8,,2.4,49
133,2016-04-09 23:00,14.6,,1.9,48
133,2016-04-10 00:00,14.1,,1.4,49
133,2016-04-10 01:00,13.3,,.5,52
133,2016-04-10 02:00,12.6,,.2,59
133,2016-04-10 03:00,12.3,,.9,65
133,2016-04-10 04:00,12.4,,1.7,61
133,2016-04-10 05:00,11.6,,1.2,67
133,2016-04-10 06:00,10.8,,.2,69
133,2016-04-10 07:00,11.1,,.6,73
133,2016-04-10 08:00,11.9,,.5,66
133,2016-04-10 09:00,14,,.3,60
133,2016-04-10 10:00,16.9,,1.3,46
133,2016-04-10 11:00,19.6,,1.3,50
133,2016-04-10 12:00,21.5,,1.7,45
133,2016-04-10 13:00,23,,1.9,43
133,2016-04-10 14:00,23.7,,2.9,36
133,2016-04-10 15:00,24.4,,2.7,32
133,2016-04-10 16:00,24,,1.8,40
133,2016-04-10 17:00,22.7,,2,45
133,2016-04-10 18:00,20.8,,1.5,53
133,2016-04-10 19:00,18.8,,3.6,62
133,2016-04-10 20:00,17.2,,3.1,71
133,2016-04-10 21:00,16.5,,1.2,74
133,2016-04-10 22:00,14.8,,1.6,73
133,2016-04-10 23:00,13.7,,1.2,79
133,2016-04-11 00:00,12.6,,.5,85
133,2016-04-11 01:00,11.4,,1,85
133,2016-04-11 02:00,10.7,,1.3,88
133,2016-04-11 03:00,10,,1.5,85
133,2016-04-11 04:00,9.9,,.6,86
133,2016-04-11 05:00,9.1,,3.2,79
133,2016-04-11 06:00,8.6,,2.8,80
133,2016-04-11 07:00,8.9,,2.3,79
133,2016-04-11 08:00,10.5,,3.7,74
133,2016-04-11 09:00,12,,4.4,66
133,2016-04-11 10:00,13.8,,4.2,59
133,2016-04-11 11:00,14.8,,3.8,54
133,2016-04-11 12:00,15.4,,2.6,50
133,2016-04-11 13:00,16.9,,2.3,46
133,2016-04-11 14:00,18.2,,2.1,37
133,2016-04-11 15:00,18.3,,2.3,36
133,2016-04-11 16:00,18.9,,2.3,33
133,2016-04-11 17:00,18.4,,3.1,35
133,2016-04-11 18:00,17.3,,3,35
133,2016-04-11 19:00,15.4,,4.6,45
133,2016-04-11 20:00,13.9,,4.4,53
133,2016-04-11 21:00,13.1,,4.1,55
133,2016-04-11 22:00,12.3,,3.8,60
133,2016-04-11 23:00,11.6,,3.9,61
133,2016-04-12 00:00,10.9,,3.6,62
133,2016-04-12 01:00,10.3,,4.4,64
133,2016-04-12 02:00,9.5,,3.5,66
133,2016-04-12 03:00,8.8,,2.9,68
133,2016-04-12 04:00,8.3,,3.1,69
133,2016-04-12 05:00,8,,4.1,69
133,2016-04-12 06:00,7.6,,3.8,70
133,2016-04-12 07:00,7.7,,3.4,70
133,2016-04-12 08:00,8.8,,3.5,67
133,2016-04-12 09:00,10.9,,4,61
133,2016-04-12 10:00,12.7,,3.7,54
133,2016-04-12 11:00,14.9,,3.4,46
133,2016-04-12 12:00,16.8,,3.6,42
133,2016-04-12 13:00,18.9,,3.2,37
133,2016-04-12 14:00,20.1,,1.4,33
133,2016-04-12 15:00,21.1,,.9,31
133,2016-04-12 16:00,22,,1.4,32
133,2016-04-12 17:00,21.9,,1.6,26
133,2016-04-12 18:00,21.2,,1.8,27
133,2016-04-12 19:00,19.7,,.8,32
133,2016-04-12 20:00,18.1,,.8,35
133,2016-04-12 21:00,16.3,,1.4,48
133,2016-04-12 22:00,15.9,,.3,49
133,2016-04-12 23:00,15.5,,.1,53
133,2016-04-13 00:00,15.4,0,1.3,50
133,2016-04-13 01:00,13.8,.3,.9,70
133,2016-04-13 02:00,12.5,2,1,89
133,2016-04-13 03:00,12.1,4.2,.2,93
133,2016-04-13 04:00,12.1,7.9,1,96
133,2016-04-13 05:00,12.2,5.9,.5,96
133,2016-04-13 06:00,12.3,2.1,.4,97
133,2016-04-13 07:00,12.6,1.2,.1,97
133,2016-04-13 08:00,12.7,.9,1.3,97
133,2016-04-13 09:00,12.8,1.4,.1,97
133,2016-04-13 10:00,13.5,1.6,.2,97
133,2016-04-13 11:00,14.2,.2,.2,95
133,2016-04-13 12:00,14.4,.2,.8,95
133,2016-04-13 13:00,14.6,.2,.9,96
133,2016-04-13 14:00,15.4,0,.1,91
133,2016-04-13 15:00,17.2,,.8,85
133,2016-04-13 16:00,18.6,,.5,80
133,2016-04-13 17:00,18.8,,1.4,80
133,2016-04-13 18:00,18.1,,2.3,82
133,2016-04-13 19:00,16.5,,1.8,85
133,2016-04-13 20:00,15.7,,1.4,88
133,2016-04-13 21:00,15,,1.1,92
133,2016-04-13 22:00,14.2,,.4,96
133,2016-04-13 23:00,13.5,,.3,97
133,2016-04-14 00:00,13.6,,.6,97
133,2016-04-14 01:00,13.7,,.7,97
133,2016-04-14 02:00,13.8,,1.3,97
133,2016-04-14 03:00,13.8,,.9,97
133,2016-04-14 04:00,14,,.6,97
133,2016-04-14 05:00,14.1,,.5,97
133,2016-04-14 06:00,14,,.8,97
133,2016-04-14 07:00,13.8,,1.3,97
133,2016-04-14 08:00,14.3,,1.4,93
133,2016-04-14 09:00,15.1,,3.5,84
133,2016-04-14 10:00,15.9,,2.9,79
133,2016-04-14 11:00,15.4,,1.7,81
133,2016-04-14 12:00,16.5,,3.9,75
133,2016-04-14 13:00,17.8,,2.4,72
133,2016-04-14 14:00,18.8,,3.3,67
133,2016-04-14 15:00,20.4,,2,58
133,2016-04-14 16:00,20.5,,2.9,47
133,2016-04-14 17:00,19.9,,2.1,45
133,2016-04-14 18:00,18.6,,2.1,42
133,2016-04-14 19:00,16.5,,.6,49
133,2016-04-14 20:00,14.9,,1.4,46
133,2016-04-14 21:00,14.1,,1.1,54
133,2016-04-14 22:00,12.9,,1.3,57
133,2016-04-14 23:00,11.7,,.4,65
133,2016-04-15 00:00,10.5,,1.4,73
133,2016-04-15 01:00,9.5,,.6,77
133,2016-04-15 02:00,8.9,,0,86
133,2016-04-15 03:00,8.4,,1.9,93
133,2016-04-15 04:00,8,,.7,96
133,2016-04-15 05:00,7.3,,.9,93
133,2016-04-15 06:00,6.7,,.7,95
133,2016-04-15 07:00,7,,1.2,95
133,2016-04-15 08:00,9,,1,90
133,2016-04-15 09:00,12.3,,1,69
133,2016-04-15 10:00,16.5,,2.6,50
133,2016-04-15 11:00,18,,2.6,42
133,2016-04-15 12:00,19.7,,1.7,38
133,2016-04-15 13:00,21.4,,2,36
133,2016-04-15 14:00,22.6,,1.5,34
133,2016-04-15 15:00,23.5,,2.2,30
133,2016-04-15 16:00,24.3,,.7,28
133,2016-04-15 17:00,24.8,,1.3,16
133,2016-04-15 18:00,23.6,,1.4,20
133,2016-04-15 19:00,21,,1.1,22
133,2016-04-15 20:00,19,,1.4,34
133,2016-04-15 21:00,17.2,,1,52
133,2016-04-15 22:00,15.8,,.7,57
133,2016-04-15 23:00,15.1,,1.2,56
133,2016-04-16 00:00,13.4,,1.5,65
133,2016-04-16 01:00,12.7,,.5,67
133,2016-04-16 02:00,11.8,,1.1,70
133,2016-04-16 03:00,11.1,,.6,74
133,2016-04-16 04:00,10.2,,.3,78
133,2016-04-16 05:00,9.6,,1.4,81
133,2016-04-16 06:00,9.1,,.9,84
133,2016-04-16 07:00,10,,.4,85
133,2016-04-16 08:00,11.9,,.2,79
133,2016-04-16 09:00,14,,.7,70
133,2016-04-16 10:00,16.4,,.8,59
133,2016-04-16 11:00,18.9,,.5,54
133,2016-04-16 12:00,19.8,,1.1,50
133,2016-04-16 13:00,20.2,,2.3,44
133,2016-04-16 14:00,19.7,.2,2.6,55
133,2016-04-16 15:00,19.5,0,4.1,58
133,2016-04-16 16:00,17.6,.2,4.6,69
133,2016-04-16 17:00,15,.6,5,80
133,2016-04-16 18:00,14.1,2.4,1.3,91
133,2016-04-16 19:00,14,1.9,1.6,93
133,2016-04-16 20:00,14.3,3.4,4.2,96
133,2016-04-16 21:00,14.8,1.3,.6,96
133,2016-04-16 22:00,15,2,2.4,97
133,2016-04-16 23:00,15.3,5.4,2.6,97
133,2016-04-17 00:00,15.6,5.6,.8,97
133,2016-04-17 01:00,16,12.1,2.1,97
133,2016-04-17 02:00,13.5,3.1,5.8,94
133,2016-04-17 03:00,10.8,1.1,5.1,95
133,2016-04-17 04:00,10,2.1,7.3,95
133,2016-04-17 05:00,10.8,1.5,2.7,94
133,2016-04-17 06:00,10.4,.7,5.9,87
133,2016-04-17 07:00,10.5,,6.1,82
133,2016-04-17 08:00,10.5,,3.4,80
133,2016-04-17 09:00,10.8,,3,78
133,2016-04-17 10:00,11,,3.2,78
133,2016-04-17 11:00,12.1,,2.4,77
133,2016-04-17 12:00,13.6,,2.7,69
133,2016-04-17 13:00,14.1,,3.5,62
133,2016-04-17 14:00,15.4,,3.5,49
133,2016-04-17 15:00,15.6,,4.2,40
133,2016-04-17 16:00,16,,3.9,35
133,2016-04-17 17:00,15.6,,3.2,37
133,2016-04-17 18:00,14.3,,2.5,36
133,2016-04-17 19:00,13.2,,2.6,30
133,2016-04-17 20:00,12,,2.3,30
133,2016-04-17 21:00,11.6,,1.9,30
133,2016-04-17 22:00,11,,1.4,37
133,2016-04-17 23:00,10.7,,2,48
133,2016-04-18 00:00,10.3,,1.8,50
133,2016-04-18 01:00,10,,1.6,55
133,2016-04-18 02:00,9.8,,1.2,60
133,2016-04-18 03:00,9.6,,2.1,65
133,2016-04-18 04:00,9.2,,1.5,69
133,2016-04-18 05:00,8.8,,1.9,73
133,2016-04-18 06:00,8.4,,1.3,76
133,2016-04-18 07:00,8.6,,1,75
133,2016-04-18 08:00,9.8,,1.4,68
133,2016-04-18 09:00,11.7,,2.1,58
133,2016-04-18 10:00,13.8,,2.7,48
133,2016-04-18 11:00,15.5,,3.1,40
133,2016-04-18 12:00,16.8,,2.5,38
133,2016-04-18 13:00,18.1,,2.7,44
133,2016-04-18 14:00,17.4,,3.7,55
133,2016-04-18 15:00,16.7,,3.5,61
133,2016-04-18 16:00,15.7,,4.1,62
133,2016-04-18 17:00,14.9,,3.3,66
133,2016-04-18 18:00,14.2,,4.6,68
133,2016-04-18 19:00,14,,3.5,66
133,2016-04-18 20:00,12.2,1.3,1.8,86
133,2016-04-18 21:00,11.5,.4,3,90
133,2016-04-18 22:00,11,0,1.4,79
133,2016-04-18 23:00,10.1,,2.4,87
133,2016-04-19 00:00,9.8,,2.5,88
133,2016-04-19 01:00,9.3,,1.5,89
133,2016-04-19 02:00,8.6,,1.2,88
133,2016-04-19 03:00,7.9,,1.8,87
133,2016-04-19 04:00,7.4,,.2,90
133,2016-04-19 05:00,6.7,,1.3,93
133,2016-04-19 06:00,6.6,,2.2,92
133,2016-04-19 07:00,7.4,,1.3,82
133,2016-04-19 08:00,8.7,,1.1,75
133,2016-04-19 09:00,10.3,,1.3,67
133,2016-04-19 10:00,12.9,,2.2,61
133,2016-04-19 11:00,14.1,,1.5,55
133,2016-04-19 12:00,14.8,,1.7,51
133,2016-04-19 13:00,16.2,,1.8,41
133,2016-04-19 14:00,18.1,,1.9,40
133,2016-04-19 15:00,18.7,,1.7,37
133,2016-04-19 16:00,18.8,,1,33
133,2016-04-19 17:00,19,,1.4,31
133,2016-04-19 18:00,18.5,,.4,34
133,2016-04-19 19:00,16.9,,1,41
133,2016-04-19 20:00,14.8,,1.1,54
133,2016-04-19 21:00,14.3,,1.5,63
133,2016-04-19 22:00,13.2,,.4,68
133,2016-04-19 23:00,12.2,,.9,72
133,2016-04-20 00:00,10.9,,1.3,80
133,2016-04-20 01:00,10.1,,.8,84
133,2016-04-20 02:00,9.4,,.8,86
133,2016-04-20 03:00,8.7,,.6,89
133,2016-04-20 04:00,8.3,,1.2,91
133,2016-04-20 05:00,7.7,,.3,92
133,2016-04-20 06:00,7.3,,1.1,93
133,2016-04-20 07:00,7.6,,.4,92
133,2016-04-20 08:00,9.8,,.9,84
133,2016-04-20 09:00,11.3,,.6,75
133,2016-04-20 10:00,13.4,,.7,65
133,2016-04-20 11:00,15.7,,1.1,52
133,2016-04-20 12:00,17.4,,.7,45
133,2016-04-20 13:00,17.6,,1.5,42
133,2016-04-20 14:00,18,,.9,45
133,2016-04-20 15:00,17.8,,.9,40
133,2016-04-20 16:00,17.4,,1.4,47
133,2016-04-20 17:00,16.7,,.4,52
133,2016-04-20 18:00,16,,1.3,58
133,2016-04-20 19:00,15.6,0,.8,56
133,2016-04-20 20:00,14.7,0,1.4,65
133,2016-04-20 21:00,14.3,0,.5,70
133,2016-04-20 22:00,13.8,0,1,77
133,2016-04-20 23:00,12.8,.3,.8,86
133,2016-04-21 00:00,12.2,.9,.4,92
133,2016-04-21 01:00,12.1,.6,.3,94
133,2016-04-21 02:00,11.8,.7,.8,95
133,2016-04-21 03:00,11.5,1.2,.9,94
133,2016-04-21 04:00,11.2,1.3,.9,96
133,2016-04-21 05:00,11.1,2.5,1.3,96
133,2016-04-21 06:00,10.9,4,.5,97
133,2016-04-21 07:00,10.8,5.4,.4,97
133,2016-04-21 08:00,11,5.1,.7,97
133,2016-04-21 09:00,11.4,7.3,1,97
133,2016-04-21 10:00,12.1,5.3,0,97
133,2016-04-21 11:00,12.8,2.3,.6,97
133,2016-04-21 12:00,13.4,1.3,.4,97
133,2016-04-21 13:00,14.8,.2,.6,93
133,2016-04-21 14:00,15.1,,1.1,93
133,2016-04-21 15:00,15.6,,.8,92
133,2016-04-21 16:00,16.3,,.3,86
133,2016-04-21 17:00,16.4,,.4,85
133,2016-04-21 18:00,16.5,,1.2,87
133,2016-04-21 19:00,16.1,,.8,88
133,2016-04-21 20:00,15.8,,1.7,90
133,2016-04-21 21:00,15.7,,1.4,92
133,2016-04-21 22:00,15.3,,1.9,92
133,2016-04-21 23:00,14.8,,1.7,95
133,2016-04-22 00:00,14.3,,1.3,95
133,2016-04-22 01:00,14,,1.8,95
133,2016-04-22 02:00,13.9,,1.7,95
133,2016-04-22 03:00,13.6,,1.5,94
133,2016-04-22 04:00,12.9,,1.9,96
133,2016-04-22 05:00,12.7,,1.8,97
133,2016-04-22 06:00,12.6,,1.8,97
133,2016-04-22 07:00,12.9,,1.6,92
133,2016-04-22 08:00,13.4,,1.6,89
133,2016-04-22 09:00,14.1,,3.7,85
133,2016-04-22 10:00,16.5,,1.2,79
133,2016-04-22 11:00,18.5,,2.1,70
133,2016-04-22 12:00,20.7,,3.7,57
133,2016-04-22 13:00,22.2,,3.7,46
133,2016-04-22 14:00,23.7,,2.6,41
133,2016-04-22 15:00,24,,3.5,45
133,2016-04-22 16:00,24.3,,2.5,42
133,2016-04-22 17:00,23.4,,2.5,43
133,2016-04-22 18:00,21.3,,2.9,69
133,2016-04-22 19:00,18.6,,3.1,80
133,2016-04-22 20:00,17.7,,1.6,85
133,2016-04-22 21:00,17.6,,2.2,85
133,2016-04-22 22:00,16.7,,2.6,88
133,2016-04-22 23:00,16.2,,.9,89
133,2016-04-23 00:00,15.5,,2.2,90
133,2016-04-23 01:00,14.3,,2.1,89
133,2016-04-23 02:00,13.3,,1.6,90
133,2016-04-23 03:00,12.6,,.8,93
